epoch,accuracy,loss,m0,m1,val_accuracy,val_loss,val_m0,val_m1
64,0.9977254271507263,0.018469277769327164,0.9912349581718445,0.9912091493606567,0.9968868494033813,0.02111326903104782,0.9898095726966858,0.9897984266281128
65,0.997657835483551,0.01867116428911686,0.99098140001297,0.9909549355506897,0.9960300922393799,0.02337990701198578,0.9883323907852173,0.9883342385292053
66,0.9977869987487793,0.01831558346748352,0.9914719462394714,0.9914483428001404,0.9966793656349182,0.021819185465574265,0.9867403507232666,0.9867092967033386
67,0.9978420734405518,0.018186045810580254,0.9916619062423706,0.9916374087333679,0.9967129826545715,0.02172195538878441,0.9884815812110901,0.9884650707244873
68,0.9977790117263794,0.018316416069865227,0.9914835691452026,0.991461992263794,0.9970362186431885,0.020669687539339066,0.9896417260169983,0.9896228313446045
69,0.9976722598075867,0.018639490008354187,0.9910799264907837,0.9910536408424377,0.9971098303794861,0.02045622654259205,0.9908501505851746,0.9908460378646851
70,0.9979690313339233,0.01785906031727791,0.9921613335609436,0.9921367168426514,0.9971457719802856,0.020454522222280502,0.9890369176864624,0.9890134930610657
71,0.9980698823928833,0.017601648345589638,0.9925382137298584,0.9925153255462646,0.9967027902603149,0.02191930264234543,0.9893811941146851,0.9893692135810852
72,0.9979948401451111,0.017774872481822968,0.9922760128974915,0.9922537207603455,0.9972223043441772,0.020330702885985374,0.9898290634155273,0.9898079037666321
73,0.9979241490364075,0.017979474738240242,0.9920096397399902,0.9919849038124084,0.9967067837715149,0.02176966331899166,0.9901505708694458,0.9901506900787354
74,0.9979663491249084,0.017875079065561295,0.9921683669090271,0.9921461939811707,0.99690181016922,0.02136426977813244,0.9884399771690369,0.9884046316146851
75,0.9980337023735046,0.017685649916529655,0.992426872253418,0.9924067258834839,0.9972023963928223,0.020508378744125366,0.9908204078674316,0.9908146262168884
76,0.9980329871177673,0.017685173079371452,0.9924299716949463,0.9924051761627197,0.9973571300506592,0.020101599395275116,0.9904499650001526,0.9904347062110901
77,0.9980230331420898,0.017713092267513275,0.992422878742218,0.9924019575119019,0.9963677525520325,0.023073377087712288,0.9882365465164185,0.9882225394248962
78,0.997982382774353,0.01781381480395794,0.9922806620597839,0.9922571778297424,0.9972565174102783,0.02040952630341053,0.9908382296562195,0.9908257126808167
79,0.998062252998352,0.01761205866932869,0.9925781488418579,0.992560625076294,0.9971407055854797,0.020748665556311607,0.9903735518455505,0.9903638958930969
80,0.9982396364212036,0.017175186425447464,0.9932032823562622,0.9931820034980774,0.9973325133323669,0.02011062018573284,0.9914645552635193,0.9914649724960327
81,0.9981768727302551,0.017325008288025856,0.9929561614990234,0.9929364323616028,0.9967550039291382,0.02168218605220318,0.9904813170433044,0.9904800653457642
82,0.9981581568717957,0.017369957640767097,0.9929180145263672,0.9928996562957764,0.9972381591796875,0.020538561046123505,0.9893453121185303,0.9893205761909485
83,0.9981698393821716,0.01734047383069992,0.9929679036140442,0.9929441809654236,0.9967167377471924,0.022232642397284508,0.9866341948509216,0.9866050481796265
84,0.9981195330619812,0.017482202500104904,0.9927873015403748,0.9927688837051392,0.9965468049049377,0.022387707605957985,0.9865292906761169,0.9864981174468994
85,0.9982821345329285,0.01706193946301937,0.9933499693870544,0.9933285117149353,0.997316300868988,0.020260224118828773,0.9900323748588562,0.9900107383728027
86,0.9983335733413696,0.016908004879951477,0.993573784828186,0.9935551881790161,0.9973729848861694,0.020101020112633705,0.9903534650802612,0.9903373718261719
87,0.9982557892799377,0.017141366377472878,0.993279218673706,0.9932587146759033,0.9965150356292725,0.0223469827324152,0.9885419607162476,0.988535463809967
88,0.9982740879058838,0.017064109444618225,0.9933561682701111,0.9933347105979919,0.9971072673797607,0.0208823811262846,0.9895185232162476,0.9894986748695374
89,0.9984318017959595,0.016663482412695885,0.9939311742782593,0.993914783000946,0.9972087740898132,0.020726613700389862,0.9902307391166687,0.9902125597000122
90,0.9981675744056702,0.017407817766070366,0.9930086731910706,0.9929889440536499,0.9961718320846558,0.023528488352894783,0.9883217811584473,0.9883207678794861
91,0.9984839558601379,0.016525574028491974,0.9941061735153198,0.9940873384475708,0.9971848130226135,0.020901165902614594,0.9906076192855835,0.9905992746353149
92,0.998397946357727,0.016743293032050133,0.9938410520553589,0.9938225746154785,0.9964307546615601,0.02339101955294609,0.9864199161529541,0.9863892197608948
93,0.9982644319534302,0.017114823684096336,0.9933485388755798,0.9933292269706726,0.9972102046012878,0.02060115523636341,0.9902992844581604,0.9902864098548889
94,0.9985159039497375,0.016452711075544357,0.994246780872345,0.9942315816879272,0.9972395300865173,0.02053568884730339,0.9898713827133179,0.989852249622345
95,0.9983195662498474,0.01695495843887329,0.9935653805732727,0.9935458302497864,0.9969165921211243,0.021555477753281593,0.9904897212982178,0.9904946684837341
96,0.9983640909194946,0.01685023307800293,0.9937290549278259,0.9937094449996948,0.9973514080047607,0.020334655418992043,0.9905916452407837,0.9905746579170227
97,0.9985819458961487,0.016298694536089897,0.9944863319396973,0.9944712519645691,0.9954521656036377,0.02665383368730545,0.9880270957946777,0.9880432486534119
98,0.9984447956085205,0.016654998064041138,0.9940192699432373,0.9939984679222107,0.9974135160446167,0.02023271843791008,0.9907746911048889,0.9907625317573547
99,0.9986030459403992,0.016231480985879898,0.9945704340934753,0.994552493095398,0.9960641860961914,0.024428173899650574,0.9880135655403137,0.9880200028419495
100,0.9984802603721619,0.01651165634393692,0.9941766858100891,0.9941595792770386,0.9970400333404541,0.021281246095895767,0.9895415306091309,0.989532470703125
101,0.9984666109085083,0.01659332774579525,0.9940983057022095,0.9940822124481201,0.9971327781677246,0.02089948207139969,0.9895869493484497,0.9895740151405334
102,0.9984704256057739,0.016583334654569626,0.9941281676292419,0.9941097497940063,0.9968695044517517,0.021901462227106094,0.9872949123382568,0.9872625470161438
103,0.9985639452934265,0.01635000668466091,0.99444180727005,0.9944252967834473,0.9968878626823425,0.0218109842389822,0.9880097508430481,0.9879875779151917
104,0.9986804127693176,0.01603027433156967,0.9948670864105225,0.9948518872261047,0.9973708987236023,0.020564299076795578,0.9906527996063232,0.990639865398407
105,0.9985561966896057,0.01632300578057766,0.9944766759872437,0.9944577813148499,0.997336745262146,0.02046971581876278,0.9911603331565857,0.9911544322967529
106,0.998637855052948,0.016114871948957443,0.9947841763496399,0.9947664737701416,0.9968802332878113,0.022267267107963562,0.990159273147583,0.9901626706123352
107,0.9986074566841125,0.016203662380576134,0.9946441650390625,0.9946299195289612,0.9971604347229004,0.021140294149518013,0.9913100004196167,0.9913106560707092
108,0.9983905553817749,0.01684494875371456,0.9938552379608154,0.9938381910324097,0.997340202331543,0.02027827873826027,0.9909377098083496,0.990922212600708
109,0.9988689422607422,0.01551671139895916,0.9955708384513855,0.9955562949180603,0.9971178770065308,0.02138315886259079,0.9904868602752686,0.9904859662055969
110,0.9984142780303955,0.016806824132800102,0.9939446449279785,0.9939274787902832,0.9973479509353638,0.020701032131910324,0.9898859262466431,0.9898648858070374
111,0.9986531734466553,0.01608184538781643,0.9948330521583557,0.9948189854621887,0.9970299601554871,0.021354706957936287,0.9911544322967529,0.9911577701568604
112,0.9987261891365051,0.015884527936577797,0.9951006174087524,0.9950852394104004,0.9973377585411072,0.020643871277570724,0.9915925860404968,0.9915907979011536
113,0.9987083077430725,0.015958484262228012,0.9950146079063416,0.9950024485588074,0.9974011182785034,0.020536860451102257,0.9906147718429565,0.9905952215194702
114,0.9986943006515503,0.015992017462849617,0.9949737191200256,0.9949584603309631,0.996716320514679,0.022787701338529587,0.9906057715415955,0.9906103014945984
115,0.998687744140625,0.01600126549601555,0.9949646592140198,0.9949496388435364,0.9969438910484314,0.02212308533489704,0.9876165986061096,0.987593948841095
116,0.9986891746520996,0.01599985361099243,0.9949659705162048,0.9949508309364319,0.9970445036888123,0.021706247702240944,0.9884412884712219,0.9884276390075684
117,0.9987061023712158,0.015949154272675514,0.9950315952301025,0.9950186014175415,0.9970179796218872,0.021857118234038353,0.9911802411079407,0.9911876320838928
118,0.998742938041687,0.01587075926363468,0.99516761302948,0.9951519966125488,0.9972946643829346,0.020927028730511665,0.991486132144928,0.9914817810058594
119,0.9987819790840149,0.015749884769320488,0.9953125715255737,0.995299756526947,0.9964094161987305,0.023604748770594597,0.9897345900535583,0.9897434115409851
120,0.998694121837616,0.01598697155714035,0.9950048923492432,0.9949910044670105,0.9972065091133118,0.02130112238228321,0.9914426803588867,0.9914434552192688
121,0.9988328218460083,0.015623520128428936,0.9954833984375,0.9954699277877808,0.9965858459472656,0.023227188736200333,0.9906708002090454,0.9906812310218811
122,0.9987627267837524,0.015812264755368233,0.9952448010444641,0.9952325820922852,0.9970619678497314,0.021979916840791702,0.9888134002685547,0.9887909293174744
123,0.9988601803779602,0.015536216087639332,0.9956021308898926,0.9955872893333435,0.9974450469017029,0.020482143387198448,0.9905423521995544,0.9905269145965576
124,0.9987056255340576,0.015960413962602615,0.9950502514839172,0.9950370192527771,0.9971101880073547,0.02134486846625805,0.9909244775772095,0.9909181594848633
125,0.998873233795166,0.01551810372620821,0.9956443905830383,0.9956305027008057,0.9974796175956726,0.020321892574429512,0.9913815259933472,0.9913651943206787
126,0.9987584948539734,0.01581931672990322,0.9952414035797119,0.9952270984649658,0.9975312352180481,0.02029489167034626,0.9919322729110718,0.9919338822364807
127,0.9989310503005981,0.01536733191460371,0.9958400130271912,0.9958271980285645,0.9972587823867798,0.021383700892329216,0.9902436137199402,0.9902310371398926
128,0.998886227607727,0.015474825166165829,0.9956940412521362,0.9956784248352051,0.9972512722015381,0.021146154031157494,0.9896498918533325,0.9896291494369507
129,0.9987634420394897,0.01579628325998783,0.9952728748321533,0.9952599406242371,0.9971767663955688,0.02154196985065937,0.9915274381637573,0.9915326237678528
130,0.9987764358520508,0.015787441283464432,0.9952985644340515,0.9952832460403442,0.9967881441116333,0.022586550563573837,0.9909880757331848,0.9909913539886475
131,0.9989458322525024,0.015347197651863098,0.9959232211112976,0.9959094524383545,0.9972756505012512,0.021366361528635025,0.9896968007087708,0.9896785020828247
132,0.9988852143287659,0.015461967326700687,0.9957252740859985,0.9957103729248047,0.9975522756576538,0.020267633721232414,0.99152672290802,0.9915152788162231
133,0.9989076256752014,0.015437446534633636,0.9957741498947144,0.9957616925239563,0.99733966588974,0.020823853090405464,0.9915698170661926,0.9915642738342285
134,0.9988410472869873,0.015618646517395973,0.9955660104751587,0.995553731918335,0.997258186340332,0.021352164447307587,0.9894558191299438,0.9894400238990784
135,0.9989773631095886,0.015217140316963196,0.9960473775863647,0.9960334897041321,0.9975094199180603,0.02052326872944832,0.9912697076797485,0.9912595748901367
136,0.9985477924346924,0.016540221869945526,0.9945210814476013,0.9945047497749329,0.9973949193954468,0.020576896145939827,0.9905486106872559,0.9905335903167725
137,0.9990631937980652,0.014987154863774776,0.9963383674621582,0.9963252544403076,0.9974703788757324,0.02078370191156864,0.9916648864746094,0.9916497468948364
138,0.9989012479782104,0.015468321740627289,0.9957675933837891,0.995755136013031,0.9975873827934265,0.020103296265006065,0.9921862483024597,0.9921815395355225
139,0.9991010427474976,0.014887109398841858,0.9964975714683533,0.996486246585846,0.9968549609184265,0.022488368675112724,0.9909054636955261,0.9909082055091858
140,0.9988216161727905,0.0156483706086874,0.995507538318634,0.9954953789710999,0.9966953992843628,0.023453902453184128,0.9873936772346497,0.9873653054237366
141,0.9989685416221619,0.015316602773964405,0.9960106611251831,0.9959965348243713,0.9974741339683533,0.02095818892121315,0.9906662702560425,0.9906470775604248
142,0.9988916516304016,0.01547439768910408,0.995768666267395,0.9957561492919922,0.9975418448448181,0.020681895315647125,0.9907820224761963,0.9907723069190979
143,0.9990435242652893,0.015067403204739094,0.9962829351425171,0.9962716102600098,0.9974414706230164,0.021071311086416245,0.9905306696891785,0.9905180931091309
144,0.9989609122276306,0.015265161171555519,0.9960053563117981,0.9959923028945923,0.997475266456604,0.02089114300906658,0.9908422827720642,0.9908312559127808
145,0.998940110206604,0.01535479910671711,0.9959476590156555,0.9959389567375183,0.9973580241203308,0.02126525156199932,0.9906755089759827,0.9906575083732605
146,0.9988591074943542,0.015575849451124668,0.995653510093689,0.9956419467926025,0.9975022673606873,0.02065705507993698,0.9910677075386047,0.991061270236969
147,0.9990100264549255,0.015152531675994396,0.9962020516395569,0.9961901307106018,0.9972711801528931,0.021605143323540688,0.9901432991027832,0.9901328086853027
148,0.9988818764686584,0.015533862635493279,0.9957365393638611,0.9957238435745239,0.9969232082366943,0.022408142685890198,0.9911569356918335,0.9911621809005737
149,0.9991565346717834,0.014764071442186832,0.996711790561676,0.9967007637023926,0.9974683523178101,0.0209736879914999,0.9908472299575806,0.9908337593078613
150,0.9990146160125732,0.015188074670732021,0.9961930513381958,0.9961807131767273,0.9975972175598145,0.02035420946776867,0.9920031428337097,0.991996705532074
151,0.9990864992141724,0.014952999539673328,0.9964730143547058,0.996462345123291,0.9971054792404175,0.022288169711828232,0.9890778064727783,0.989061176776886
152,0.9989398717880249,0.015364198945462704,0.9959458708763123,0.9959325194358826,0.9968122243881226,0.023041989654302597,0.9878115653991699,0.9877872467041016
153,0.9989487528800964,0.015330538153648376,0.9959877729415894,0.995977520942688,0.9973701238632202,0.021295852959156036,0.9916878938674927,0.9916859865188599
154,0.9991134405136108,0.01486953068524599,0.9965794086456299,0.9965664148330688,0.9975006580352783,0.02086404524743557,0.9915847182273865,0.991569995880127
155,0.9989812970161438,0.015269818715751171,0.9960877895355225,0.9960768222808838,0.9975458979606628,0.020652296021580696,0.9919329881668091,0.9919277429580688
156,0.9991996884346008,0.014628288336098194,0.996875524520874,0.9968660473823547,0.9974865913391113,0.02110966481268406,0.9909986853599548,0.9909836053848267
157,0.9990102052688599,0.015147307887673378,0.9962217807769775,0.9962109327316284,0.9974870085716248,0.02098931558430195,0.9910436272621155,0.9910363554954529
158,0.9988849759101868,0.015567944385111332,0.995770275592804,0.9957581162452698,0.9976882934570312,0.02009914629161358,0.9924087524414062,0.9924118518829346
159,0.9991728067398071,0.014733461663126945,0.9967908263206482,0.9967803359031677,0.9975699186325073,0.02066560834646225,0.99162757396698,0.991626501083374
160,0.9992113709449768,0.014611500315368176,0.9969404339790344,0.9969301223754883,0.9970084428787231,0.022905133664608,0.9890748262405396,0.9890558123588562
161,0.998971164226532,0.015285350382328033,0.9960745573043823,0.9960631728172302,0.9974305033683777,0.02120916172862053,0.9920050501823425,0.9920018911361694
162,0.9991776943206787,0.014717664569616318,0.9967876672744751,0.9967765808105469,0.9975185990333557,0.02086017094552517,0.9915129542350769,0.9915040135383606
163,0.9990695714950562,0.015014906413853168,0.9964195489883423,0.996410071849823,0.9974278211593628,0.021060138940811157,0.9919931292533875,0.9919971227645874
164,0.9990943670272827,0.014946137554943562,0.9964929223060608,0.9964820742607117,0.9973222017288208,0.021674375981092453,0.9901050925254822,0.9900879859924316
165,0.9990682005882263,0.014997502788901329,0.9964272975921631,0.9964182376861572,0.9974006414413452,0.021341104060411453,0.9914857149124146,0.9914785027503967
166,0.9991870522499084,0.014675703831017017,0.9968480467796326,0.9968406558036804,0.9965732097625732,0.024480989202857018,0.9866268038749695,0.9866058230400085
167,0.9990369081497192,0.015104062855243683,0.9963202476501465,0.9963091611862183,0.9974523186683655,0.021201610565185547,0.9916456341743469,0.9916405081748962
168,0.9991534948348999,0.014751151204109192,0.9967275261878967,0.996718168258667,0.9975057244300842,0.020848456770181656,0.9916673898696899,0.9916654825210571
169,0.9989478588104248,0.015434694476425648,0.9959872364997864,0.9959763884544373,0.9975196719169617,0.020562266930937767,0.9920104146003723,0.9920023679733276
170,0.9992853999137878,0.014395017176866531,0.9971984028816223,0.9971873164176941,0.997520923614502,0.021165454760193825,0.991358757019043,0.9913572669029236
171,0.9991005063056946,0.014944301918148994,0.9965512156486511,0.9965411424636841,0.9976528286933899,0.020538419485092163,0.992479145526886,0.9924747943878174
172,0.9991955757141113,0.014630135148763657,0.9968920350074768,0.9968823790550232,0.9968476891517639,0.02359703741967678,0.98763108253479,0.9876039624214172
173,0.9991162419319153,0.014859178103506565,0.9965975284576416,0.996588945388794,0.9971545934677124,0.022576622664928436,0.9907217621803284,0.9907182455062866
174,0.9991282224655151,0.01483139954507351,0.9966602325439453,0.9966515898704529,0.9970704317092896,0.022669145837426186,0.9912781119346619,0.9912813305854797
175,0.9992243051528931,0.014553011395037174,0.9969962239265442,0.9969865083694458,0.9975137710571289,0.021122349426150322,0.9918741583824158,0.9918652772903442
176,0.9990708231925964,0.015049044042825699,0.9964579939842224,0.9964500665664673,0.9973271489143372,0.02210661955177784,0.9900237917900085,0.9900075197219849
177,0.9991539120674133,0.014766561798751354,0.9967536926269531,0.9967458248138428,0.9973312616348267,0.021862898021936417,0.9902653694152832,0.9902557134628296
178,0.9990610480308533,0.01504573505371809,0.9964122772216797,0.99640291929245,0.9974306225776672,0.021165182814002037,0.9918540716171265,0.9918563365936279
179,0.9993181824684143,0.014308338053524494,0.9973456859588623,0.9973351955413818,0.9974889159202576,0.021271100267767906,0.991765022277832,0.9917576909065247
180,0.9992296099662781,0.01454552635550499,0.9970270395278931,0.9970174431800842,0.9973397850990295,0.021901564672589302,0.9914290904998779,0.9914308786392212
181,0.9990625977516174,0.015030120499432087,0.9964336156845093,0.9964239001274109,0.9972320199012756,0.022302811965346336,0.9911381006240845,0.9911396503448486
182,0.9992543458938599,0.014497341588139534,0.9970985054969788,0.9970906972885132,0.9970205426216125,0.02308645099401474,0.9909548163414001,0.9909605979919434
183,0.9991163015365601,0.014900431036949158,0.9966191649436951,0.9966107606887817,0.9973979592323303,0.021541772410273552,0.9920796751976013,0.9920841455459595
184,0.9991832375526428,0.01471648272126913,0.9968702793121338,0.9968618750572205,0.995836615562439,0.02889280393719673,0.9837555885314941,0.9837278127670288
185,0.9991075396537781,0.01497203391045332,0.996574878692627,0.9965633749961853,0.9977238774299622,0.020201891660690308,0.9923952221870422,0.992393434047699
186,0.9994123578071594,0.014073964208364487,0.9976759552955627,0.9976672530174255,0.9974844455718994,0.02151312492787838,0.9908323884010315,0.9908164143562317
187,0.999214768409729,0.014607736840844154,0.9969626069068909,0.9969526529312134,0.9974534511566162,0.021403508260846138,0.9916725158691406,0.991665244102478
188,0.9992232918739319,0.014597495086491108,0.9970054626464844,0.9969965815544128,0.9972031712532043,0.022534599527716637,0.9896165728569031,0.989595353603363
